country,model,first_registration,mileage,fuel_type,price
d,glc 300,07-2020,34164,b,43980
d,glc 300,07-2023,27392,b,56890
d,glc 300,01-2023,33558,b,55900
d,glc 220,07-2023,16402,d,64900
d,glc 300,02-2024,14631,d,71870
d,glc 300,08-2022,58000,3,45999
d,glc 220,03-2023,20000,d,55450
d,glc 220,09-2015,70000,d,26980
d,glc 220,04-2023,32700,d,57440
d,glc 300,02-2021,65203,d,47900
d,glc 220,09-2023,12005,d,49990
a,glc 220,12-2022,42743,d,49800
a,glc 220,10-2023,18000,d,67489
a,glc 220,02-2020,84390,d,38990
a,glc 350,03-2017,129787,2,28950
a,glc 220,10-2019,74950,d,35900
a,glc 300,04-2022,65000,d,49500
a,glc 220,10-2019,135000,d,42500
a,glc 300,08-2021,33801,3,49440
a,glc 220,05-2016,160000,d,24950
a,glc 400,09-2020,78567,d,53790
a,glc 220,09-2018,71981,d,32580
a,glc 200,12-2019,53325,b,43950
a,glc 250,06-2017,89000,b,38990
a,glc 220,10-2023,6500,d,68900
a,glc 220,07-2020,114414,d,34990
a,glc 300,01-2020,114000,d,40900
a,glc 250,07-2018,90000,d,37500
a,glc 220,07-2020,114414,d,34990
a,glc 250,12-2015,49270,d,36890
a,glc 300,09-2023,3612,3,63990
i,glc 220,01-2020,90900,d,34900
i,glc 250,09-2017,101201,d,27450
i,glc 300,02-2022,83275,3,49600
i,glc 220,new,0,3,60600
i,glc 200,01-2020,70487,b,36900
i,glc 43 amg,new,0,b,113198
i,glc 220,02-2023,48600,3,55990
i,glc 220,02-2024,4000,3,79900
i,glc 200,06-2019,72203,d,33900
i,glc 220,11-2018,107000,d,33483
i,glc 220,10-2023,8000,3,69900
i,glc 200,09-2023,11900,2,50900
i,glc 63 amg,08-2018,69700,b,58499
i,glc 300,11-2019,130000,d,36500
i,glc 220,09-2022,24836,3,56300
i,glc 200,09-2020,100820,d,36990
i,glc 220,05-2019,139814,d,31850
i,glc 200,02-2021,24000,2,43750
i,glc 300,08-2021,74670,3,47900
i,glc 200,04-2023,14737,2,59800
d,glc 300,09-2021,80650,3,39800
d,glc 300,10-2020,62492,d,41980
d,glc 250,04-2018,126000,d,29490
d,glc 300,09-2023,3606,2,64500
d,glc 350,08-2019,75412,d,38980
d,glc 300,09-2023,25331,2,61850
d,glc 250,11-2017,63651,b,29999
d,glc 450,03-2024,14202,d,83980
d,glc 300,03-2024,13985,d,71980
d,glc 250,02-2020,41500,b,39977
d,glc 300,11-2021,46598,2,39535
d,glc 300,03-2021,108330,3,35760
d,glc 220,09-2020,104000,d,35990
d,glc 300,10-2023,14421,2,76660
d,glc 220,02-2018,47809,d,29444
d,glc 300,03-2023,13355,d,69900
d,glc 43 amg,02-2019,131900,b,33500
d,glc 220,02-2023,34636,d,52900
d,glc 300,06-2024,8000,3,74810
d,glc 300,12-2020,37506,2,39888
a,glc 220,03-2023,48644,d,49800
a,glc 200,08-2020,79854,d,38980
a,glc 220,06-2023,29000,3,59990
a,glc 300,09-2023,4800,2,63950
a,glc 63 amg,06-2020,89000,b,79999
a,glc 250,06-2017,74041,b,38990
a,glc 43 amg,07-2018,105000,b,42500
a,glc 220,04-2023,18919,d,62690
a,glc 250,01-2018,86000,d,41990
a,glc 43 amg,10-2019,105000,b,49900
a,glc 250,03-2016,168273,d,28900
a,glc 350,05-2018,125767,b,34500
a,glc 220,09-2023,12000,d,59900
a,glc 250,10-2019,158800,d,34900
a,glc 350,08-2017,115300,d,39270
a,glc 220,12-2016,147000,d,27000
a,glc 220,02-2016,315000,d,17990
a,glc 200,09-2021,79300,d,39990
a,glc 220,07-2019,81400,d,35900
a,glc 200,08-2021,87700,d,39450
i,glc 300,10-2020,22782,3,48900
i,glc 220,06-2020,70644,d,39900
i,glc 300,09-2020,109000,d,37400
i,glc 300,11-2019,84750,d,42000
i,glc 300,10-2022,18803,d,56700
i,glc 400,12-2019,83000,d,48000
i,glc 220,10-2022,87862,d,52900
i,glc 300,11-2022,37901,3,52900
i,glc 220,new,0,d,81954
i,glc 43 amg,06-2018,143335,b,36900
i,glc 63 amg,new,0,o,166600
i,glc 300,09-2020,64588,d,44500
i,glc 43 amg,08-2023,7719,b,69900
i,glc 43 amg,new,0,2,106800
i,glc 300,05-2021,57458,3,43900
i,glc 300,new,50,3,106500
i,glc 220,new,unknown,3,65140
i,glc 220,06-2020,70644,d,39900
i,glc 220,12-2023,34350,3,74500
i,glc 200,09-2020,100118,d,32790
d,glc 300,08-2021,62791,3,36900
d,glc 300,07-2022,40000,3,44990
d,glc 220,08-2023,47998,d,51310
d,glc 63 amg,12-2021,75000,b,69950
d,glc 220,05-2022,23129,d,41967
d,glc 220,05-2017,85333,d,26200
d,glc 220,01-2024,11893,d,56500
d,glc 300,08-2021,56600,3,41850
d,glc 220,03-2023,14190,d,51830
d,glc 300,10-2023,11000,2,64790
d,glc 300,06-2023,22200,3,62980
d,glc 300,09-2021,86273,d,38880
d,glc 300,07-2021,47800,2,44890
d,glc 300,01-2020,76000,d,44990
d,glc 300,06-2022,67790,3,38100
d,glc 350,11-2017,100000,2,33785
d,glc 300,01-2021,71807,2,33990
d,glc 200,04-2023,7459,b,48500
d,glc 300,07-2020,62000,d,47999
d,glc 220,01-2023,11610,d,52870
a,glc 220,10-2022,27580,d,51900
a,glc 250,12-2016,100000,d,31000
a,glc 200,10-2023,7762,b,54690
a,glc 220,02-2017,77000,d,38990
a,glc 300,06-2024,10873,3,69900
a,glc 300,09-2024,5998,3,59990
a,glc 220,02-2017,117856,d,34950
a,glc 300,07-2024,19990,3,69990
a,glc 220,05-2016,160000,d,24999
a,glc 350,06-2017,102500,b,34950
a,glc 220,04-2019,101821,d,40900
a,glc 43 amg,04-2019,133078,b,39490
a,glc 300,07-2024,14999,3,74580
a,glc 220,12-2016,74850,d,34950
a,glc 250,03-2016,96000,d,30500
a,glc 300,05-2024,1615,3,78300
a,glc 350,06-2018,108000,d,44660
a,glc 300,07-2021,24500,3,41990
a,glc 300,10-2019,55000,d,49990
a,glc 300,09-2021,91700,3,43990
i,glc 220,12-2024,470,3,69500
i,glc 220,02-2024,4000,d,79900
i,glc 220,11-2023,38000,3,73900
i,glc 300,05-2022,42021,3,49987
i,glc 220,02-2023,65050,3,55000
i,glc 220,09-2023,19399,d,68900
i,glc 220,02-2022,58900,d,49900
i,glc 220,10-2020,57269,d,48800
i,glc 300,03-2024,23342,3,81500
i,glc 220,08-2023,35912,3,60700
i,glc 300,07-2023,7983,3,68000
i,glc 220,08-2023,25857,d,59900
i,glc 300,01-2022,69004,3,50900
i,glc 220,new,unknown,3,67500
i,glc 43 amg,new,0,2,101800
i,glc 43 amg,new,0,2,106300
i,glc 300,08-2022,41660,3,56000
i,glc 220,02-2023,39131,3,57900
i,glc 300,08-2023,29599,3,79900
i,glc 300,08-2021,68921,3,49800
d,glc 250,05-2019,27189,b,31900
d,glc 300,08-2024,9500,2,77880
d,glc 300,10-2023,9500,b,63770
d,glc 350,05-2019,63722,d,39980
d,glc 43 amg,09-2020,76500,b,46900
d,glc 43 amg,03-2020,47420,b,57377
d,glc 250,08-2016,144000,d,25555
d,glc 200,07-2020,59992,b,39940
d,glc 200,01-2024,5670,b,69980
d,glc 300,10-2020,45834,3,39890
d,glc 200,03-2023,16607,b,48700
d,glc 63 amg,03-2022,35698,b,70777
d,glc 220,06-2023,33800,d,61710
d,glc 350,08-2019,75412,d,38980
d,glc 43 amg,07-2017,95380,b,39940
d,glc 300,05-2021,109070,d,35623
d,glc 220,01-2024,15345,d,64980
d,glc 200,03-2023,13161,b,47990
d,glc 250,12-2015,110000,d,27720
d,glc 300,09-2021,86273,3,38880
a,glc 220,08-2023,6410,d,59900
a,glc 250,05-2017,159000,d,27500
a,glc 220,04-2017,126000,d,30999
a,glc 43 amg,05-2018,99000,b,45900
a,glc 220,06-2017,123500,d,29990
a,glc 350,09-2016,107294,2,29700
a,glc 220,11-2023,53000,d,63899
a,glc 200,05-2020,47000,b,36900
a,glc 250,10-2018,88000,d,37300
a,glc 220,04-2016,125500,d,31990
a,glc 300,08-2023,15000,3,69180
a,glc 300,04-2021,65000,3,48900
a,glc 220,05-2019,124000,d,30600
a,glc 350,01-2019,97000,b,32500
a,glc 300,08-2021,75181,2,43793
a,glc 220,04-2017,151000,d,27950
a,glc 220,07-2023,45973,d,48900
a,glc 220,08-2019,70400,d,42900
a,glc 220,06-2023,44113,3,50990
a,glc 220,11-2015,149000,d,28490
i,glc 250,05-2019,190000,d,26000
i,glc 220,06-2020,70644,d,39900
i,glc 200,08-2020,109825,d,40990
i,glc 63 amg,new,unknown,2,131500
i,glc 220,07-2023,14467,3,76800
i,glc 300,05-2021,99167,3,46400
i,glc 220,01-2024,23500,3,64511
i,glc 300,new,0,d,82256
i,glc 220,07-2022,71047,d,46500
i,glc 220,new,unknown,3,72300
i,glc 220,new,0,3,77500
i,glc 220,new,0,3,67000
i,glc 43 amg,04-2019,131129,b,44990
i,glc 300,new,0,2,88373
i,glc 220,11-2021,21800,d,56890
i,glc 63 amg,new,0,o,141900
i,glc 220,07-2022,50500,d,48983
i,glc 220,07-2022,75502,d,47500
i,glc 220,new,0,3,84700
i,glc 200,07-2019,64235,2,42500
d,glc 300,10-2021,38609,2,37830
d,glc 220,05-2022,40219,d,40725
d,glc 400,02-2022,36532,d,50289
d,glc 220,05-2022,44054,d,47590
d,glc 300,04-2021,87800,d,39990
d,glc 200,12-2024,5000,b,53990
d,glc 300,11-2020,49179,d,46450
d,glc 300,01-2024,20830,2,68850
d,glc 200,12-2022,16277,b,50400
d,glc 400,12-2019,85933,d,41980
d,glc 220,02-2023,3990,d,54770
d,glc 220,10-2018,84000,d,29990
d,glc 300,05-2023,16897,2,54899
d,glc 300,12-2020,52000,3,41790
d,glc 300,09-2020,51065,2,37870
d,glc 300,10-2023,11612,d,60590
d,glc 220,08-2023,47800,d,48860
d,glc 200,02-2024,13166,b,51950
d,glc 450,05-2024,5504,d,79900
d,glc 220,01-2022,75208,d,37696
a,glc 300,04-2022,45000,2,48500
a,glc 300,10-2021,44000,d,51000
a,glc 220,05-2016,126007,d,27580
a,glc 43 amg,07-2017,63979,b,45890
a,glc 63 amg,05-2018,125000,b,59900
a,glc 250,09-2017,180000,d,32900
a,glc 220,05-2023,32000,d,61990
a,glc 300,09-2023,23300,3,67900
a,glc 300,11-2021,55000,3,43900
a,glc 200,09-2023,2723,2,52990
a,glc 220,05-2020,67000,d,49900
a,glc 300,11-2023,10900,3,61900
a,glc 350,04-2019,120000,d,43800
a,glc 300,09-2020,109243,2,41890
a,glc 43 amg,11-2017,157000,b,34000
a,glc 300,10-2019,53861,b,48990
a,glc 300,07-2022,90000,3,45980
a,glc 220,12-2018,88560,d,37990
a,glc 220,07-2018,108000,d,33900
a,glc 220,03-2023,50236,d,49900
i,glc 250,11-2016,76243,d,28900
i,glc 300,05-2021,40103,3,50500
i,glc 300,04-2021,58170,d,52000
i,glc 220,05-2024,30715,3,64900
i,glc 220,new,0,3,90500
i,glc 220,04-2023,10200,d,68900
i,glc 220,new,0,3,83600
i,glc 300,05-2022,42021,3,49987
i,glc 220,07-2022,50500,d,48983
i,glc 220,10-2023,10000,3,72900
i,glc 250,11-2017,302884,d,14900
i,glc 200,09-2021,21228,2,46000
i,glc 200,03-2021,49032,2,41000
i,glc 300,12-2020,99695,3,40500
i,glc 300,04-2021,92026,2,29900
i,glc 200,06-2020,136000,2,33800
i,glc 300,02-2022,83275,3,49600
i,glc 220,02-2020,111853,d,41999
i,glc 200,09-2022,49000,d,44900
i,glc 220,02-2022,87500,d,47000
d,glc 300,08-2019,212720,d,26400
d,glc 220,01-2022,75208,d,37696
d,glc 220,12-2024,5000,d,56990
d,glc 43 amg,08-2020,85247,b,50700
d,glc 300,06-2022,53208,3,42950
d,glc 300,11-2023,14537,2,60600
d,glc 300,06-2023,22784,2,58880
d,glc 200,09-2023,13635,b,50870
d,glc 400,11-2020,66831,d,47299
d,glc 220,11-2019,49070,d,39450
d,glc 300,04-2020,177406,d,33950
d,glc 300,08-2023,15000,b,59899
d,glc 220,11-2023,12049,d,54900
d,glc 63 amg,01-2021,64811,b,62885
d,glc 200,02-2023,17674,b,47250
d,glc 220,03-2023,1841,d,52770
d,glc 400,12-2020,82000,d,42399
d,glc 63 amg,04-2021,26415,b,81455
d,glc 300,09-2021,86273,3,38880
d,glc 300,10-2021,34922,2,41400
a,glc 250,07-2016,100266,d,32990
a,glc 220,09-2017,135000,d,28900
a,glc 220,07-2020,116000,d,39900
a,glc 220,01-2016,63500,d,34900
a,glc 300,01-2019,67500,3,37990
a,glc 220,11-2018,48442,d,36490
a,glc 43 amg,01-2020,108850,b,55389
a,glc 220,02-2023,12000,d,62999
a,glc 220,05-2019,171000,d,27690
a,glc 220,12-2019,78990,d,48290
a,glc 300,05-2020,89800,2,37950
a,glc 300,03-2024,12249,3,71450
a,glc 220,10-2019,52800,d,44988
a,glc 43 amg,03-2019,64841,b,54990
a,glc 300,11-2020,44687,d,54209
a,glc 220,02-2018,73200,d,35500
a,glc 200,07-2020,196000,d,25990
a,glc 300,07-2020,61391,d,55318
a,glc 300,04-2023,46800,3,59990
a,glc 300,03-2024,19023,3,68580
i,glc 220,07-2016,66438,d,26900
i,glc 220,07-2019,99235,d,38900
i,glc 200,09-2023,16836,2,51500
i,glc 220,new,unknown,d,59416
i,glc 250,06-2018,69000,d,27900
i,glc 250,10-2016,140000,d,30500
i,glc 300,08-2019,72600,d,41500
i,glc 250,11-2016,121500,d,25000
i,glc 220,12-2022,32800,d,61900
i,glc 250,10-2017,180000,d,27500
i,glc 220,11-2022,33000,d,48000
i,glc 220,11-2019,192000,d,30000
i,glc 220,02-2021,165000,d,39500
i,glc 250,01-2018,88000,d,29900
i,glc 250,09-2017,86400,d,24900
i,glc 220,04-2016,145500,d,21900
i,glc 250,10-2016,120000,d,22600
i,glc 220,01-2016,323000,d,14990
i,glc 350,10-2017,169500,2,20113
i,glc 220,07-2017,110000,d,26000
d,glc 300,03-2019,37645,b,41480
d,glc 43 amg,10-2020,93312,b,46660
d,glc 220,09-2023,38269,d,51210
d,glc 63 amg,12-2018,73000,b,58880
d,glc 400,08-2020,58300,d,45990
d,glc 220,09-2023,3950,d,64990
d,glc 300,08-2023,18809,3,65880
d,glc 300,10-2023,16694,b,58899
d,glc 300,01-2022,41950,d,51850
d,glc 250,06-2019,60894,b,38500
d,glc 200,11-2023,20000,b,48889
d,glc 200,11-2023,20000,b,48889
d,glc 300,10-2019,55000,b,39950
d,glc 300,08-2023,14787,2,55899
d,glc 300,09-2023,38799,3,57990
d,glc 43 amg,11-2021,61761,b,53330
d,glc 200,08-2023,22192,b,55400
d,glc 220,03-2023,26900,d,54750
d,glc 300,10-2023,31710,b,58419
d,glc 300,07-2023,14014,3,59980
a,glc 400,11-2020,47927,d,53950
a,glc 220,07-2020,114414,d,34990
a,glc 200,04-2021,81000,b,42950
a,glc 220,01-2017,95000,d,29990
a,glc 250,12-2017,125000,d,36990
a,glc 300,11-2023,16985,d,69900
a,glc 300,03-2021,67921,3,48490
a,glc 300,07-2020,95000,2,43900
a,glc 250,03-2018,52000,d,41000
a,glc 300,12-2021,44600,b,46800
a,glc 220,08-2016,91300,d,30500
a,glc 300,05-2024,4349,3,73920
a,glc 300,11-2021,59418,3,49980
a,glc 63 amg,11-2018,100000,b,65000
a,glc 220,04-2023,14284,d,58390
a,glc 300,03-2024,9500,3,79990
a,glc 220,01-2021,59800,d,50380
a,glc 300,03-2024,1,3,77990
a,glc 250,02-2017,101500,d,33500
a,glc 220,10-2020,121320,d,34030
i,glc 250,02-2019,148976,d,29800
i,glc 220,11-2019,192000,d,30000
i,glc 220,02-2021,165000,d,39500
i,glc 250,01-2018,88000,d,29900
i,glc 250,09-2017,86400,d,24900
i,glc 220,04-2016,145500,d,21900
i,glc 250,10-2016,120000,d,22600
i,glc 220,01-2016,323000,d,14990
i,glc 350,10-2017,169500,2,20113
i,glc 220,07-2017,110000,d,26000
i,glc 250,12-2017,55450,d,25770
i,glc 250,12-2017,89800,d,25900
i,glc 220,08-2020,165351,d,25700
i,glc 250,11-2016,173000,d,18500
i,glc 200,01-2020,194782,d,25890
i,glc 300,04-2021,51278,2,33900
i,glc 220,01-2024,8500,3,64500
i,glc 250,06-2019,179000,d,26900
i,glc 250,10-2018,155270,d,25500
i,glc 350,07-2018,128200,2,24500
d,glc 300,08-2019,212720,d,26400
d,glc 200,11-2023,20000,b,48889
d,glc 300,10-2019,55000,b,39950
d,glc 300,08-2023,14787,2,55899
d,glc 300,09-2023,38799,3,57990
d,glc 43 amg,11-2021,61761,b,53330
d,glc 200,08-2023,22192,b,55400
d,glc 220,03-2023,26900,d,54750
d,glc 300,10-2023,31710,b,58419
d,glc 300,07-2023,14014,3,59980
d,glc 43 amg,11-2021,33690,b,57950
d,glc 400,10-2023,37000,2,61890
d,glc 300,03-2023,26040,d,55200
d,glc 400,09-2023,30000,2,64899
d,glc 300,12-2022,12990,b,53770
d,glc 300,10-2023,29643,2,58790
d,glc 300,12-2022,10948,b,51670
d,glc 300,03-2023,10000,2,58899
d,glc 200,02-2023,15783,b,49870
d,glc 300,12-2021,32634,3,42300
a,glc 250,07-2016,100266,d,32990
a,glc 220,01-2021,59800,d,50380
a,glc 300,03-2024,1,3,77990
a,glc 250,02-2017,101500,d,33500
a,glc 220,10-2020,121320,d,34030
a,glc 200,11-2020,28180,2,45990
a,glc 250,08-2017,96000,d,38900
a,glc 250,02-2017,112000,d,37990
a,glc 200,05-2022,19000,d,48900
a,glc 220,10-2016,146000,d,27600
a,glc 300,10-2019,107252,d,36090
a,glc 250,06-2017,93200,d,43800
a,glc 220,02-2017,80000,d,39900
a,glc 250,02-2016,137000,d,27900
a,glc 300,11-2021,49000,2,46061
a,glc 220,10-2024,4,d,71230
a,glc 300,09-2020,127958,3,35850
a,glc 220,09-2018,74900,d,34900
a,glc 220,12-2023,3200,d,58900
a,glc 250,06-2016,134000,d,31000
i,glc 300,10-2019,102260,d,34900
i,glc 250,06-2019,110000,d,29900
i,glc 220,03-2017,143000,d,28900
i,glc 350,01-2018,100000,d,29999
i,glc 250,01-2019,150000,d,29990
i,glc 250,11-2016,105000,d,26900
i,glc 220,10-2019,113000,d,32000
i,glc 200,10-2019,150000,d,30000
i,glc 250,05-2017,184000,d,24999
i,glc 350,04-2017,172000,2,21900
i,glc 220,01-2020,118000,d,32980
i,glc 220,09-2016,43500,d,26800
i,glc 220,11-2020,99403,d,33500
i,glc 250,02-2016,199000,d,21800
i,glc 300,04-2023,25000,2,49980
i,glc 300,10-2019,75400,d,39200
i,glc 250,09-2017,155000,d,28990
i,glc 220,03-2016,117003,d,21499
i,glc 43 amg,10-2017,153553,b,27400
i,glc 250,05-2016,91000,d,27000
d,glc 300,09-2021,54436,3,39450
d,glc 300,10-2023,22102,3,72400
d,glc 220,02-2023,25225,d,53610
d,glc 400,12-2023,24900,2,73250
d,glc 300,03-2023,33108,2,56899
d,glc 220,09-2024,4000,d,66470
d,glc 300,02-2024,8800,3,69710
d,glc 220,02-2024,12467,d,63990
d,glc 220,04-2021,94019,d,38950
d,glc 250,02-2019,127537,d,24480
d,glc 220,02-2016,108803,d,23900
d,glc 250,11-2018,326000,d,17400
d,glc 250,06-2016,22534,b,28480
d,glc 220,05-2019,129811,d,27980
d,glc 200,11-2019,52105,b,34400
d,glc 350,06-2017,150000,d,34880
d,glc 43 amg,10-2020,42900,b,52900
d,glc 250,09-2015,179950,d,28890
d,glc 220,05-2019,99150,d,28500
d,glc 250,06-2016,29890,b,29680
a,glc 220,06-2023,37043,d,55900
a,glc 220,05-2023,40446,d,63480
a,glc 220,02-2017,106100,d,32990
a,glc 450,11-2024,9999,d,99888
a,glc 220,03-2017,48000,d,41490
a,glc 300,11-2023,50000,d,69900
a,glc 220,04-2021,138600,d,37700
a,glc 220,03-2023,45502,d,52850
a,glc 220,08-2018,249000,d,24000
a,glc 220,03-2019,59579,d,39990
a,glc 400,11-2020,47927,d,53950
a,glc 300,07-2024,1006,3,77500
a,glc 220,02-2021,18000,d,56900
a,glc 300,12-2023,9800,2,67900
a,glc 220,07-2019,102000,d,36900
a,glc 200,04-2021,89700,d,38700
a,glc 220,02-2024,470,d,68400
a,glc 350,05-2018,116000,d,44900
a,glc 220,11-2020,74996,d,43990
a,glc 220,07-2023,33764,d,49900
i,glc 220,01-2020,106000,d,33899
i,glc 220,11-2015,103000,d,22000
i,glc 300,12-2021,78266,3,39500
i,glc 250,12-2016,99000,d,32500
i,glc 250,01-2018,180000,d,21999
i,glc 250,08-2018,79778,d,29900
i,glc 350,08-2018,98615,2,25900
i,glc 220,12-2019,84905,d,35400
i,glc 250,04-2016,126300,d,25490
i,glc 220,06-2016,182000,d,21500
i,glc 250,04-2019,64578,d,36400
i,glc 220,10-2017,124142,d,22000
i,glc 300,01-2021,70000,d,38900
i,glc 250,04-2017,141501,d,27900
i,glc 300,09-2019,43000,2,43500
i,glc 250,06-2018,122000,d,28800
i,glc 220,10-2017,112500,d,23500
i,glc 200,08-2020,70000,d,39900
i,glc 300,10-2021,73841,3,36480
i,glc 250,04-2016,153268,d,21550
d,glc 300,02-2021,49437,2,43900
d,glc 250,04-2019,60850,d,34990
d,glc 200,11-2021,73112,b,39440
d,glc 200,07-2020,51370,b,42860
d,glc 200,11-2020,51157,d,36570
d,glc 43 amg,10-2020,77378,b,53770
d,glc 63 amg,04-2018,112834,b,46780
d,glc 63 amg,09-2021,44099,b,68900
d,glc 300,12-2018,109840,b,30940
d,glc 220,08-2017,96000,d,29780
d,glc 220,09-2016,364468,d,16888
d,glc 300,08-2021,79740,2,42980
d,glc 220,01-2019,94849,d,35777
d,glc 300,06-2023,7400,2,58690
d,glc 250,04-2018,79000,b,30940
d,glc 220,10-2020,72000,d,42999
d,glc 400,10-2020,18374,d,54685
d,glc 400,11-2019,55830,d,46990
d,glc 63 amg,11-2019,26980,b,64990
d,glc 300,10-2019,83560,d,37770
a,glc 220,11-2023,11911,3,75911
a,glc 43 amg,04-2020,86000,b,59988
a,glc 220,03-2023,11800,d,59800
a,glc 250,01-2016,249900,d,23600
a,glc 63 amg,07-2021,86500,b,89990
a,glc 300,12-2020,41420,3,49994
a,glc 43 amg,06-2024,16000,b,126580
a,glc 220,10-2018,127000,d,36500
a,glc 350,05-2018,64551,2,43990
a,glc 300,05-2021,43500,d,47800
a,glc 250,04-2018,85000,d,36999
a,glc 300,09-2019,86870,b,45790
a,glc 250,02-2017,112000,d,37990
a,glc 220,07-2019,112800,d,35900
a,glc 300,08-2022,19500,3,52900
a,glc 220,01-2023,34034,3,60990
a,glc 220,11-2018,103000,d,39500
a,glc 350,05-2017,99000,d,41900
a,glc 220,05-2019,43500,d,40900
a,glc 220,03-2024,12964,d,75900
